PersonID,ResearchInterestIDs
1383,"['researchInterest796', 'researchInterest2404', 'researchInterest1042']"
1384,"['researchInterest338', 'researchInterest1671', 'researchInterest2869', 'researchInterest2237', 'researchInterest1001', 'researchInterest1891']"
1385,"['researchInterest338', 'researchInterest1686', 'researchInterest1006', 'researchInterest2164', 'researchInterest1390']"
1386,"['researchInterest2192', 'researchInterest122', 'researchInterest2413', 'researchInterest1595', 'researchInterest546', 'researchInterest2000']"
1387,"['researchInterest973', 'researchInterest34', 'researchInterest502', 'researchInterest1614', 'researchInterest2879', 'researchInterest1627', 'researchInterest2022', 'researchInterest1312']"
1388,"['researchInterest475', 'researchInterest2220', 'researchInterest1721', 'researchInterest755', 'researchInterest706', 'researchInterest2182']"
1389,"['researchInterest899', 'researchInterest1655', 'researchInterest742', 'researchInterest1122', 'researchInterest1814']"
1390,"['researchInterest2286', 'researchInterest2491', 'researchInterest793', 'researchInterest2157', 'researchInterest988', 'researchInterest934', 'researchInterest2574']"
1391,"['researchInterest2433', 'researchInterest2237', 'researchInterest197', 'researchInterest1132', 'researchInterest1665']"
1392,"['researchInterest428', 'researchInterest1317', 'researchInterest87', 'researchInterest338', 'researchInterest2853', 'researchInterest882', 'researchInterest2559', 'researchInterest443', 'researchInterest1340']"
1393,"['researchInterest1604', 'researchInterest2401', 'researchInterest2282', 'researchInterest162', 'researchInterest2251']"
1394,"['researchInterest1529', 'researchInterest1477', 'researchInterest303', 'researchInterest2539', 'researchInterest2709']"
1395,"['researchInterest1359', 'researchInterest1131', 'researchInterest2732', 'researchInterest404', 'researchInterest719', 'researchInterest1686']"
1396,"['researchInterest416', 'researchInterest1686', 'researchInterest2176', 'researchInterest2644']"
1397,"['researchInterest2259', 'researchInterest660', 'researchInterest2079', 'researchInterest1591']"
1398,"['researchInterest1681', 'researchInterest1879', 'researchInterest2584', 'researchInterest1686']"
1399,"['researchInterest1698', 'researchInterest1730', 'researchInterest511', 'researchInterest2367', 'researchInterest1006']"
1400,"['researchInterest1110', 'researchInterest124']"
1401,"['researchInterest2100', 'researchInterest2709', 'researchInterest261']"
1402,"['researchInterest2696', 'researchInterest2088', 'researchInterest1390']"
1403,"['researchInterest2420', 'researchInterest1109', 'researchInterest427', 'researchInterest772', 'researchInterest304', 'researchInterest1404', 'researchInterest1487']"
1404,"['researchInterest881', 'researchInterest2815', 'researchInterest1849']"
1405,"['researchInterest2017', 'researchInterest2322', 'researchInterest1763', 'researchInterest536']"
1406,"['researchInterest368', 'researchInterest921', 'researchInterest976', 'researchInterest1701', 'researchInterest470']"
1407,"['researchInterest1269', 'researchInterest1829', 'researchInterest912']"
1408,"['researchInterest271', 'researchInterest642', 'researchInterest470', 'researchInterest338', 'researchInterest1822', 'researchInterest2164']"
1409,"['researchInterest294', 'researchInterest2387', 'researchInterest114', 'researchInterest893', 'researchInterest2708', 'researchInterest432', 'researchInterest2271']"
1410,"['researchInterest1907', 'researchInterest2100', 'researchInterest385', 'researchInterest1793', 'researchInterest1860', 'researchInterest1611', 'researchInterest2271']"
1411,"['researchInterest380', 'researchInterest879', 'researchInterest786', 'researchInterest1893']"
1412,"['researchInterest1502', 'researchInterest1623', 'researchInterest1078']"
1413,"['researchInterest1698', 'researchInterest2084', 'researchInterest1430', 'researchInterest391', 'researchInterest2088']"
1414,"['researchInterest1752', 'researchInterest245', 'researchInterest2479', 'researchInterest793']"
1415,"['researchInterest1906', 'researchInterest2752', 'researchInterest576', 'researchInterest2721']"
1416,"['researchInterest1487', 'researchInterest1038', 'researchInterest2752', 'researchInterest2088', 'researchInterest2700']"
1417,"['researchInterest2340', 'researchInterest742', 'researchInterest2384', 'researchInterest469', 'researchInterest793']"
1418,"['researchInterest449', 'researchInterest2579', 'researchInterest731', 'researchInterest2100']"
1419,"['researchInterest457', 'researchInterest1006', 'researchInterest2181', 'researchInterest1073']"
1420,"['researchInterest1644', 'researchInterest470', 'researchInterest2000', 'researchInterest2721', 'researchInterest2100', 'researchInterest1418', 'researchInterest2125']"
1421,"['researchInterest2068', 'researchInterest1487', 'researchInterest677', 'researchInterest2393', 'researchInterest1529']"
1422,"['researchInterest1127', 'researchInterest1351', 'researchInterest1039', 'researchInterest777']"
1423,"['researchInterest2588', 'researchInterest2801', 'researchInterest1464']"
1424,"['researchInterest1636', 'researchInterest268', 'researchInterest738', 'researchInterest2031']"
1425,"['researchInterest755', 'researchInterest1390', 'researchInterest2220']"
1426,"['researchInterest1070', 'researchInterest2759', 'researchInterest2000', 'researchInterest1093', 'researchInterest14']"
1427,"['researchInterest1206', 'researchInterest87', 'researchInterest1992', 'researchInterest634', 'researchInterest451']"
1428,"['researchInterest1821', 'researchInterest2360', 'researchInterest426']"
1429,"['researchInterest1836', 'researchInterest244', 'researchInterest550', 'researchInterest1747']"
1430,"['researchInterest871', 'researchInterest1922', 'researchInterest2342', 'researchInterest56', 'researchInterest2801']"
1431,"['researchInterest279', 'researchInterest87', 'researchInterest2000', 'researchInterest14']"
1432,"['researchInterest2297', 'researchInterest2283', 'researchInterest1912', 'researchInterest1390']"
1433,"['researchInterest2696', 'researchInterest451', 'researchInterest2574']"
1434,"['researchInterest2325', 'researchInterest1048', 'researchInterest1100', 'researchInterest1484']"
1435,"['researchInterest2574', 'researchInterest1622']"
1436,"['researchInterest4', 'researchInterest1979', 'researchInterest195', 'researchInterest2212']"
1437,"['researchInterest530', 'researchInterest1737', 'researchInterest556', 'researchInterest2212']"
1438,"['researchInterest796', 'researchInterest2574', 'researchInterest2484', 'researchInterest313']"
1439,"['researchInterest934', 'researchInterest1931', 'researchInterest338', 'researchInterest330', 'researchInterest313']"
1440,"['researchInterest128', 'researchInterest2249', 'researchInterest313']"
1441,"['researchInterest1757', 'researchInterest619', 'researchInterest661', 'researchInterest1947', 'researchInterest1096']"
1442,"['researchInterest18', 'researchInterest14', 'researchInterest2525']"
1443,"['researchInterest1514', 'researchInterest537', 'researchInterest1484']"
1444,"['researchInterest1382', 'researchInterest330', 'researchInterest852', 'researchInterest1549', 'researchInterest904']"
1445,"['researchInterest17', 'researchInterest1693', 'researchInterest1232']"
1446,"['researchInterest748', 'researchInterest1272', 'researchInterest670']"
1447,"['researchInterest1372', 'researchInterest2417', 'researchInterest885', 'researchInterest1776']"
1448,"['researchInterest2000', 'researchInterest346', 'researchInterest2051']"
1449,"['researchInterest667', 'researchInterest1339']"
1450,"['researchInterest502', 'researchInterest2106', 'researchInterest2440']"
1451,"['researchInterest2534', 'researchInterest2686', 'researchInterest1792']"
1452,"['researchInterest241', 'researchInterest2473', 'researchInterest929']"
1453,"['researchInterest1927', 'researchInterest2452', 'researchInterest1529', 'researchInterest1798']"
1454,"['researchInterest91', 'researchInterest1921', 'researchInterest313']"
1455,"['researchInterest2220', 'researchInterest2779', 'researchInterest1324']"
